HAULJOIN,VESSEL,CRUISE,HAUL,LATITUDE,LONGITUDE,GIS_STATION,SURVEY_YEAR,START_TIME,GEAR_DEPTH,NBT,SPECIES_CODE,MALE_LE30,MALE_31TO60,MALE_61TO90,MALE_91TO120,MALE_TOTAL,IMMATURE_FEMALE,MATURE_FEMALE,TOTAL_FEMALE
-18179,162,201801,197,62.25032,-173.99132,NBS-3,2018,1-Aug-18,62,1.9,68580,0,1145.326842,715.8292764,0,1861.156119,429.4975659,286.3317106,715.8292764
-19776,94,201902,45,63.34104,-167.51352,ZZ-02,2019,10-Aug-19,31,3.6,68580,3187.062575,7259.42031,0,0,10446.48289,11597.36659,0,11597.36659
-19840,162,201902,75,60.67075,-170.76827,R-21,2019,20-Aug-19,56,3.1,68580,0,270405.5698,34785.35172,0,305190.9215,40780.42235,8156.084471,49006.21695
-7189,89,201002,18,61.00009,-170.82047,S-21,2010,2-Aug-10,52,-1.3,68580,0,70362.55745,8137.166508,0,78419.94782,100119.0585,18906.94571,119026.0042
-19802,162,201902,54,62.66735,-173.19076,X-24,2019,15-Aug-19,62,0.1,68580,942.3859858,43282.44206,67.3132847,67.3132847,44359.45462,43619.00849,2692.531388,46311.53988
-19496,94,201902,1,62.00723,-173.08002,V-24,2019,29-Jul-19,56,0.8,68580,0,339480.4085,101433.5749,212.3522155,441126.3357,117643.1274,11820.94,129464.0674
-19789,162,201902,50,63.00174,-174.0076,Y-25,2019,14-Aug-19,71,-0.2,68580,0,25334.03786,284.6521108,113.8608443,25732.55082,26131.06377,16054.37905,42185.44282
-19779,162,201902,41,64.00155,-172.00702,BB-22,2019,11-Aug-19,50,1.5,68580,0,7015.454726,206.3369037,0,7221.79163,2166.537489,619.0107111,2785.5482
-19808,162,201902,60,62.94958,-170.49497,Y-20,2019,16-Aug-19,39,-0.2,68580,0,162.0772934,0,0,162.0772934,324.1545869,0,324.1545869
-19851,162,201902,46,63.33692,-173.40604,ZZ-24,2019,13-Aug-19,68,0,68580,0,89936.64794,1166.226556,0,91102.8745,19894.45302,19002.63271,38897.08572
-19755,162,201902,28,63.66753,-169.00785,AA-18,2019,8-Aug-19,33,6.3,68580,1761.00689,160.0915355,0,0,1921.098426,1440.823819,0,1440.823819
-19756,162,201902,29,63.65616,-169.75459,AA-19,2019,8-Aug-19,36,7.2,68580,2049.975271,85.41563628,0,0,2135.390907,3331.209815,0,3331.209815
-19492,162,201902,8,62.322,-171.70654,W-22,2019,30-Jul-19,44,0.7,68580,0,1788.394776,149.032898,0,1937.427674,894.1973882,0,894.1973882
-7123,94,201002,51,64.02858,-167.56485,BB-02,2010,4-Aug-10,32,1.1,68580,10553.78907,81110.97564,0,0,91749.87591,33278.48004,0,33278.48004
-7124,94,201002,52,64.00322,-166.81798,BB-03,2010,4-Aug-10,30,1.5,68580,4201.748737,32238.87213,0,0,36440.62086,12910.82794,0,12910.82794
-7155,162,201002,2,62.33262,-173.84159,W-25,2010,5-Aug-10,61,-1.5,68580,69320.54339,245845.2709,6301.867581,0,321467.6819,247076.6703,61787.2764,308791.5115
-7098,94,201002,26,63.99862,-172.05644,BB-22,2010,29-Jul-10,49,1.6,68580,0,23864.2897,3377.71485,0,27242.00455,7563.14412,10353.4303,17843.14584
-7149,94,201002,77,64.32405,-165.31513,CC-05,2010,9-Aug-10,22,7.1,68580,19642.65634,2416.358518,0,0,22059.01485,11302.3221,0,11302.3221
-7095,94,201002,23,63.99103,-169.79025,BB-19,2010,28-Jul-10,31,2,68580,991.3558408,72750.26708,991.3558408,0,74732.97876,45449.85239,0,45449.85239
-7100,94,201002,28,63.66821,-172.73659,AA-23,2010,29-Jul-10,52,0,68580,0,15296.66548,218.5237926,0,15515.18927,4151.952059,8449.586646,12601.53871
-7136,94,201002,64,63.67554,-164.55433,AA-06,2010,6-Aug-10,9,12,68580,75.792806,0,0,0,75.792806,0,0,0
-7079,94,201002,7,61.66491,-167.39318,U-02,2010,25-Jul-10,21,4.8,68580,0,79.94650742,0,0,79.94650742,79.94650742,0,79.94650742
-7080,94,201002,8,61.66229,-168.09528,U-01,2010,25-Jul-10,26,0.9,68580,80.77625743,161.5525149,0,0,242.3287723,888.5388317,0,888.5388317
-7081,94,201002,9,61.99804,-168.12637,V-01,2010,25-Jul-10,25,0.6,68580,309.7294799,464.5942198,0,0,774.3236997,696.8913297,0,696.8913297
-7184,89,201002,13,61.33955,-169.46244,T-19,2010,1-Aug-10,38,-0.7,68580,1878.284623,189080.6521,5634.85387,0,196468.5716,125344.1939,7513.138493,132857.3323
-7191,89,201002,20,61.33588,-170.11354,T-20,2010,3-Aug-10,45,-1.2,68580,0,135835.153,6141.094107,0,141976.2471,120994.1756,9650.29074,130644.4663
-7166,162,201002,13,62.32873,-173.15153,W-24,2010,7-Aug-10,57,-1.5,68580,95624.3617,182605.4884,0,0,278298.4472,195021.5641,3978.631979,199000.196
-7121,94,201002,49,64.33846,-166.82522,CC-03,2010,3-Aug-10,27,0.7,68580,0,1844.374568,0,0,1844.374568,160.3803972,0,160.3803972
-7213,89,201002,42,61.64656,-166.726,U-03,2010,8-Aug-10,18,9,68580,0,2618.663112,74.81894607,0,2693.482058,1346.741029,0,1346.741029
-7167,162,201002,14,62.00161,-173.04229,V-24,2010,7-Aug-10,56,-1.4,68580,87842.54936,164759.7733,0,0,252602.3227,350197.0081,26910.02973,377180.3622
-6197,162,201001,78,59.3354,-169.24927,N-19,2010,22-Jun-10,47,-0.7,68580,0,0,451.2779213,0,451.2779213,225.6389607,0,225.6389607
-6617,162,201001,174,61.66335,-173.65225,U-25,2010,15-Jul-10,68,-1.5,68580,4698.826313,103445.3732,7404.211159,0,115548.4107,187169.9148,41221.52174,228320.2422
-6204,162,201001,85,58.33632,-169.11679,K-19,2010,23-Jun-10,66,-1.4,68580,1594.7561,5291.690696,942.3558774,797.3780501,8698.669638,2174.667409,72.48891365,2247.156323
-6192,162,201001,73,60.32943,-169.33781,Q-19,2010,21-Jun-10,40,-0.9,68580,683.0372878,6678.586814,0,0,7361.624102,3415.186439,0,3415.186439
-6212,162,201001,93,56.32911,-168.25093,E-18,2010,25-Jun-10,152,3.8,68580,0,0,139.5122983,767.3176409,1116.098387,0,0,0
-6924,162,201001,235,61.0023,-174.87745,S-27,2010,2-Aug-10,90,-0.5,68580,0,139856.2436,3736.881322,138.4030119,143731.5279,178816.6914,61035.72826,239921.6212
-6717,89,201001,104,57.49986,-169.3677,IH2019,2010,2-Jul-10,68,-1.1,68580,4113.765711,1720.302025,1944.689245,3964.174231,12191.70565,9798.241967,299.1829608,10097.42493
-6601,162,201001,158,59.66403,-170.57833,O-21,2010,12-Jul-10,64,-1.5,68580,72.11197228,9374.556397,7139.085256,72.11197228,16657.8656,7499.645117,15936.74587,23436.39099
-6740,89,201001,127,58.99992,-171.78111,M-23,2010,8-Jul-10,85,0.8,68580,0,2309.040206,5836.74052,3848.400343,12058.32107,0,57597.72513,57597.72513
-6444,89,201001,86,57.00419,-167.08959,G-02,2010,25-Jun-10,72,-0.4,68580,1793.190165,4034.677872,832.5525768,1537.020142,9094.035839,23247.42964,0,23247.42964
-6910,162,201001,221,60.00315,-175.92535,P-29,2010,30-Jul-10,126,2,68580,0,58.67951846,1643.026517,2523.219294,4400.963884,0,33564.68456,33564.68456
-6579,162,201001,136,57.50017,-169.98411,IH2120,2010,7-Jul-10,66,-0.5,68580,0,215.2165224,932.6049303,1291.299134,2582.598268,0,358.6942039,358.6942039
-6598,162,201001,155,58.32835,-170.36645,K-21,2010,11-Jul-10,71,-1.2,68580,210.6144807,1684.915845,2035.93998,7371.506823,11583.79644,6669.458554,140.4096538,6809.868208
-6877,162,201001,188,59.6713,-172.55824,O-24,2010,23-Jul-10,82,-1.1,68580,0,30825.34444,6346.394444,139.4811966,37311.22008,55792.47863,7322.76282,63115.24145
-6203,162,201001,84,58.6683,-169.14364,L-19,2010,23-Jun-10,60,-0.9,68580,73.83966057,959.9155875,1772.151854,369.1983029,3175.105405,0,0,0
-6922,162,201001,233,60.99451,-173.49159,S-25,2010,2-Aug-10,72,-1.4,68580,0,104523.3154,0,0,104523.3154,91352.99032,37186.8003,128539.7906
-6894,162,201001,205,60.33545,-177.39841,Q-31,2010,27-Jul-10,144,2,68580,214.1881892,642.5645675,4140.971657,6568.437801,11851.74647,1642.10945,214.1881892,1856.29764
-6891,162,201001,202,59.99982,-173.95973,P-26,2010,26-Jul-10,94,0.6,68580,205.401512,1848.613608,1095.474731,616.2045361,3834.161558,5545.840825,136.9343414,5682.775166
-6200,162,201001,81,59.00356,-169.17427,M-19,2010,23-Jun-10,51,0.5,68580,0,152.9139048,688.1125718,0,841.0264766,0,0,0
-6709,89,201001,96,56.67616,-168.90798,F-19,2010,1-Jul-10,98,1.8,68580,0,62.65340802,1002.454528,2130.215873,3508.590849,0,1315.721568,1315.721568
-6213,162,201001,94,56.33188,-168.87567,E-19,2010,25-Jun-10,125,3.8,68580,0,0,0,601.1357613,976.8456121,0,0,0
-6607,162,201001,164,58.66893,-172.37953,L-24,2010,13-Jul-10,99,2.1,68580,0,142.1323363,1918.786539,3766.506911,6182.756627,0,10802.05756,10802.05756
-6151,162,201001,32,55.6679,-162.82566,C-09,2010,12-Jun-10,49,2.1,68580,0,0,78.53220248,78.53220248,157.064405,0,0,0
-6893,162,201001,204,59.995,-174.59497,P-27,2010,26-Jul-10,105,1.2,68580,0,212.5345608,2762.94929,1275.207365,4250.691216,0,7155.330213,7155.330213
-6882,162,201001,193,60.15715,-172.988,QP2524,2010,24-Jul-10,57,0.5,68580,107.2400737,321.720221,321.720221,107.2400737,857.9205894,321.720221,0,321.720221
-6886,162,201001,197,60.12934,-173.76431,QP2625,2010,25-Jul-10,85,0.4,68580,214.3574601,714.5248671,643.0723804,214.3574601,1786.312168,2715.194495,142.9049734,2858.099468
-6445,89,201001,87,56.99613,-167.70734,G-01,2010,25-Jun-10,75,-0.7,68580,1044.072825,391.5273092,1044.072825,2022.891098,4959.345917,2349.163855,130.5091031,2479.672958
-6382,89,201001,23,56.66158,-162.19395,F-10,2010,11-Jun-10,70,0.6,68580,0,0,66.47153325,66.47153325,132.9430665,0,0,0
-6448,89,201001,90,56.33091,-167.02635,E-02,2010,26-Jun-10,112,2.8,68580,0,0,120.9152076,302.2880191,544.1184343,0,60.45760381,60.45760381
-6888,162,201001,199,60.66953,-174.1362,R-26,2010,25-Jul-10,84,-0.8,68580,0,68086.50086,4269.450549,0,72355.95141,132502.7723,101942.4947,234445.267
-6419,89,201001,60,55.66294,-166.38346,C-03,2010,19-Jun-10,124,3.7,68580,0,0,65.35564518,65.35564518,130.7112904,0,0,0
-6422,89,201001,63,56.33794,-165.80582,E-04,2010,20-Jun-10,90,1.6,68580,0,0,66.45277178,199.3583154,398.7166307,0,0,0
-6407,89,201001,48,57.00134,-164.60276,G-06,2010,17-Jun-10,67,-1,68580,0,779.8313142,283.5750233,283.5750233,1417.875117,354.4687792,0,354.4687792
-19484,162,201901,194,62.00035,-175.80656,V-28,2019,28-Jul-19,88,1.2,68580,0,407.1598023,31622.74464,8482.49588,40512.40033,0,54220.11367,54220.11367
-19207,94,201901,129,59.32686,-169.86517,N-20,2019,6-Jul-19,59,3.1,68580,0,7351.735154,135097.2321,17906.20642,160427.9632,363.9472849,21472.88981,21836.83709
-18780,162,201901,28,55.34477,-163.41329,B-08,2019,9-Jun-19,51,5.4,68580,0,0,351.9655636,351.9655636,774.32424,0,0,0
-18998,162,201901,57,56.6728,-164.58112,F-06,2019,16-Jun-19,73,3.9,68580,0,0,75.69531837,75.69531837,151.3906367,0,0,0
-19087,94,201901,97,58.33599,-168.46255,K-18,2019,28-Jun-19,63,3.4,68580,0,3083.622115,71216.98695,4405.174451,78705.78352,0,0,0
-19225,94,201901,147,57.34209,-172.81877,H-25,2019,14-Jul-19,115,4.2,68580,0,0,1266.580501,599.9591845,1999.863948,0,0,0
-18976,162,201901,35,55.6615,-165.1725,C-05,2019,11-Jun-19,106,4.8,68580,0,0,143.7076572,71.85382861,215.5614858,0,0,0
-19080,94,201901,91,58.33564,-166.55127,K-03,2019,26-Jun-19,45,5.4,68580,0,0,0,228.9066717,228.9066717,0,0,0
-19274,162,201901,114,57.50171,-169.98718,IH2120,2019,4-Jul-19,66,4.4,68580,0,732.2610826,2278.14559,894.9857677,3986.754783,0,0,0
-19104,94,201901,114,56.8478,-170.4617,GF2221,2019,1-Jul-19,97,4.6,68580,0,69.36099677,901.692958,0,971.0539548,0,0,0
-18753,94,201901,33,55.99238,-162.80285,D-09,2019,9-Jun-19,77,4.5,68580,0,0,70.15423555,491.0796488,631.3881199,0,0,0
-18725,94,201901,5,57.63733,-159.0281,I-15,2019,3-Jun-19,43,6.2,68580,0,0,0,80.70388927,80.70388927,0,0,0
-19409,94,201901,168,61.00078,-172.16231,S-23,2019,19-Jul-19,62,1.9,68580,0,43500.77236,21329.41097,0,64830.18333,3297.639195,68408.47267,71706.11186
-19412,94,201901,171,61.00004,-172.80977,S-24,2019,19-Jul-19,64,2.3,68580,0,25445.20997,9834.229798,0,35279.43977,1306.645917,227218.8479,228594.2647
-19300,94,201901,152,59.00354,-173.06624,M-25,2019,15-Jul-19,104,3.4,68580,0,0,194.9786973,1039.886386,1429.84378,64.9928991,64.9928991,129.9857982
-19302,94,201901,159,59.83477,-172.24578,PO2423,2019,17-Jul-19,74,2.3,68580,0,35119.98436,230513.5569,3917.493363,269551.0346,549.82363,2130.566566,2611.662242
-19098,94,201901,108,56.33292,-168.87882,E-19,2019,30-Jun-19,126,4.5,68580,0,0,0,0,0,0,66.32791803,66.32791803
-19234,162,201901,128,58.99971,-171.11821,M-22,2019,7-Jul-19,75,2.8,68580,112.0047137,1792.075419,11984.50437,896.0377097,14784.62221,0,1344.056565,1344.056565
-19235,162,201901,129,59.32573,-171.18238,N-22,2019,7-Jul-19,73,2.6,68580,0,6978.091788,8006.442157,954.896771,15939.43072,73.45359777,954.896771,1028.350369
-18752,94,201901,32,56.33758,-162.79027,E-09,2019,9-Jun-19,76,4.3,68580,0,0,0,74.1699137,74.1699137,0,0,0
-19000,162,201901,59,55.98851,-164.57712,D-06,2019,16-Jun-19,90,4.6,68580,0,0,0,210.2501983,280.3335978,0,0,0
-18782,162,201901,30,55.33744,-164.55511,B-06,2019,9-Jun-19,99,5.3,68580,0,0,71.5727941,572.5823528,644.1551469,0,0,0
-19003,94,201901,69,56.33174,-166.41348,E-03,2019,17-Jun-19,101,4.7,68580,0,0,268.2978219,134.148911,402.4467329,67.07445548,0,67.07445548
-18865,94,201901,37,56.66181,-163.39759,F-08,2019,10-Jun-19,73,4.1,68580,0,0,0,147.018038,147.018038,0,0,0
-19051,94,201901,74,55.34903,-167.55938,B-01,2019,23-Jun-19,145,4.6,68580,0,0,66.43346245,66.43346245,132.8669249,0,0,0
-19252,162,201901,76,57.00364,-166.46765,G-03,2019,24-Jun-19,72,4.1,68580,0,0,141.8206475,141.8206475,283.641295,212.7309712,0,212.7309712
-16992,162,201701,143,60.98571,-174.18266,S-26,2017,24-Jul-17,81,-0.2,68580,0,577520.407,17558.99121,444.5314229,595523.9296,412599.2491,192185.7518,604785.0009
-16960,94,201701,155,56.33562,-170.07847,E-21,2017,17-Jul-17,108,3.9,68580,0,68.56621581,68.56621581,68.56621581,205.6986474,342.8310791,0,342.8310791
-16932,94,201701,149,58.66613,-171.08147,L-22,2017,11-Jul-17,81,1.1,68580,0,768.5480858,2445.380273,628.8120702,3842.740429,0,8174.556913,8174.556913
-16931,94,201701,148,58.66913,-171.71518,L-23,2017,10-Jul-17,90,1.6,68580,0,7477.269169,4796.738712,846.4833021,13120.49118,705.4027518,248301.7686,248936.6311
-16570,162,201701,55,57.00722,-167.09028,G-02,2017,28-Jun-17,72,1.5,68580,0,0,1006.557014,431.3815776,1437.938592,0,71.8969296,71.8969296
-16959,94,201701,154,56.33742,-169.31494,E-20,2017,17-Jul-17,135,4,68580,0,0,65.69088511,65.69088511,131.3817702,0,262.7635405,262.7635405
-16958,94,201701,153,56.33314,-168.87636,E-19,2017,17-Jul-17,127,3.8,68580,0,0,960.4248279,137.2035468,1097.628375,0,16601.62917,16601.62917
-16965,94,201701,160,58.00076,-172.87382,J-25,2017,19-Jul-17,107,3.6,68580,0,0,692.8754642,1455.038475,2147.913939,0,2979.364496,2979.364496
-16588,162,201701,73,58.33555,-168.46227,K-18,2017,2-Jul-17,63,0.6,68580,0,288.3001131,20685.53312,3892.051527,24937.95979,72.07502828,72.07502828,144.1500566
-16941,162,201701,127,59.99051,-173.94197,P-26,2017,21-Jul-17,95,1.2,68580,0,282209.0422,210865.3609,7721.177625,500872.7925,7103.483415,589666.3352,596769.8186
-16987,162,201701,138,60.98681,-171.49246,S-22,2017,23-Jul-17,57,-1.3,68580,696.9568094,125870.3998,0,0,126637.0523,106913.1746,8642.264437,115555.439
-16935,94,201701,152,58.67735,-170.43464,L-21,2017,11-Jul-17,71,1.1,68580,0,2652.357337,17682.38225,3020.740301,23355.47989,515.7361489,4567.948748,5083.684897
-16811,94,201701,133,56.83722,-170.47429,GF2221,2017,7-Jul-17,99,3.9,68580,0,0,134.0100913,536.0403653,670.0504567,0,0,0
-16676,94,201701,119,57.67183,-168.39747,I-18,2017,2-Jul-17,69,1.6,68580,0,76.18580517,457.114831,76.18580517,609.4864414,0,0,0
-16991,162,201701,142,60.6715,-174.12853,R-26,2017,24-Jul-17,84,0.2,68580,0,118021.3668,33479.68009,805.8566324,152380.1632,58168.19692,235236.877,293405.0739
-16592,162,201701,77,58.00057,-169.69523,J-20,2017,2-Jul-17,68,1.7,68580,148.8308799,0,297.6617598,0,446.4926397,297.6617598,74.41543995,372.0771997
-16946,162,201701,111,56.67793,-169.49945,F-20,2017,17-Jul-17,77,4.6,68580,0,0,72.53708441,0,72.53708441,0,0,0
-16587,162,201701,72,58.67383,-168.47917,L-18,2017,1-Jul-17,51,2.3,68580,0,73.10704773,0,0,73.10704773,0,73.10704773,73.10704773
-16548,162,201701,39,57.6635,-165.88909,I-04,2017,24-Jun-17,62,0.5,68580,74.86912533,0,224.607376,149.7382507,449.214752,0,0,0
-19192,94,201901,116,56.99697,-169.54167,G-20,2019,3-Jul-19,58,5.3,68580,0,0,76.16798988,0,76.16798988,0,0,0
-19012,162,201901,65,55.66184,-165.80351,C-04,2019,17-Jun-19,115,4.8,68580,0,0,257.5598558,64.38996396,321.9498198,0,0,0
-19228,162,201901,122,58.00221,-170.34043,J-21,2019,6-Jul-19,72,4,68580,0,0,106.4017553,106.4017553,212.8035107,0,106.4017553,106.4017553
-16545,162,201701,36,56.6677,-165.83748,F-04,2017,24-Jun-17,76,1.4,68580,0,0,73.58589051,367.9294525,441.5153431,0,147.171781,147.171781
-17035,94,201701,211,61.99858,-175.1881,V-27,2017,31-Jul-17,79,-1.3,68580,34304.23439,90603.96513,873.9932328,291.3310776,126073.5238,186014.893,1238.15708,187253.0501
-16999,94,201701,180,60.00283,-171.28805,P-22,2017,23-Jul-17,68,-0.8,68580,0,165496.7249,26329.02442,64.84981384,191890.5992,94356.47914,45848.81839,140205.2975
-17729,162,201801,56,57.33297,-165.88832,H-04,2018,16-Jun-18,66,3.7,68580,847.4856787,70.62380656,564.9904525,0,1483.099938,1412.476131,70.62380656,1483.099938
-16971,94,201701,166,59.33215,-171.8462,N-23,2017,20-Jul-17,77,-0.5,68580,0,36853.79345,18654.38928,1440.786164,56948.96888,27905.75306,76892.48262,104798.2357
-17827,162,201801,102,57.67161,-168.39643,I-18,2018,29-Jun-18,69,4.5,68580,1946.002952,77.84011808,233.5203542,0,2257.363424,2646.564015,0,2646.564015
-17051,94,201701,208,61.3277,-175.62913,T-28,2017,30-Jul-17,95,0.8,68580,0,144439.9856,7927.763599,1450.200658,153817.9498,121333.4551,49500.18247,170833.6376
-16978,94,201701,173,59.6686,-173.23837,O-25,2017,21-Jul-17,93,1,68580,129.964203,194.9463044,454.8747104,1299.64203,2079.427247,259.9284059,454.8747104,714.8031163
-17823,162,201801,98,58.33804,-169.12815,K-19,2018,28-Jun-18,66,3.9,68580,78.78950199,630.3160159,16939.74293,10163.84576,27812.6942,1969.73755,78.78950199,2048.527052
-17684,162,201801,53,57.68272,-164.64039,I-06,2018,15-Jun-18,51,4.1,68580,0,0,70.49775325,0,70.49775325,140.9955065,0,140.9955065
-17588,162,201801,33,56.66429,-164.00561,F-07,2018,9-Jun-18,73,4.1,68580,0,0,0,66.5613505,66.5613505,0,0,0
-17699,162,201801,68,55.99864,-168.22242,D-18,2018,18-Jun-18,147,4.4,68580,0,0,0,67.66293217,67.66293217,0,0,0
-16668,94,201701,111,56.01178,-168.2284,D-18,2017,1-Jul-17,149,4.5,68580,0,0,0,346.1866019,346.1866019,0,0,0
-17726,162,201801,81,57.66755,-167.77532,I-01,2018,24-Jun-18,66,5,68580,345.3598443,0,276.2878755,138.1439377,759.7916576,0,414.4318132,414.4318132
-16674,94,201701,117,57.33572,-168.36995,H-18,2017,2-Jul-17,72,2.3,68580,0,0,524.733311,224.8857047,749.6190157,0,0,0
-16798,94,201701,120,57.8316,-168.73567,JI1918,2017,3-Jul-17,69,1.7,68580,0,0,308.6905848,0,308.6905848,0,0,0
-17653,94,201801,66,57.3366,-164.62023,H-06,2018,16-Jun-18,63,3.7,68580,962.3772661,240.5943165,80.19810551,80.19810551,1363.367794,801.9810551,0,801.9810551
-17860,94,201801,136,57.99266,-172.23121,J-24,2018,4-Jul-18,103,3.6,68580,0,0,626.7267385,1671.271303,2297.998041,0,0,0
-17865,94,201801,141,58.33177,-171.00801,K-22,2018,7-Jul-18,82,3.6,68580,274.3981753,1852.187683,40130.73313,21746.05539,63934.77484,1714.988595,68.59954382,1783.588139
-17981,94,201801,164,57.66678,-172.78533,I-25,2018,18-Jul-18,117,4.3,68580,0,470.2827802,2552.963664,2888.879936,5912.12638,0,6987.058449,6987.058449
-17809,94,201801,118,58.00751,-169.69868,J-20,2018,30-Jun-18,68,3.8,68580,74.32612532,371.6306266,11594.87555,12858.41968,24899.25198,0,0,0
-17803,94,201801,112,58.66989,-170.43093,L-21,2018,29-Jun-18,71,3.3,68580,0,17674.85904,91683.93015,4788.408026,114147.1972,633.7598858,61263.45563,61897.21551
-17678,94,201801,106,59.67407,-170.58683,O-21,2018,27-Jun-18,64,2.8,68580,0,189204.1082,38908.61445,292.5459733,228332.1322,67651.25633,10458.51855,78109.77487
-17053,94,201701,198,59.33685,-175.74397,N-29,2017,28-Jul-17,135,2.9,68580,0,125.7145886,62.8572943,0,188.5718829,314.2864715,0,314.2864715
-17732,94,201801,110,59.00499,-169.82928,M-20,2018,28-Jun-18,61,3.7,68580,1860.693616,93778.95825,108441.2239,1488.554893,205569.4307,6400.78604,372.1387232,6772.924763
-16975,94,201701,170,59.33115,-172.49296,N-24,2017,21-Jul-17,86,1,68580,207.2004053,552.534414,138.1336035,69.06680176,966.9352246,345.3340088,552.534414,897.8684228
-17831,162,201801,106,57.00494,-168.35054,G-18,2018,29-Jun-18,78,4.5,68580,0,0,79.38462821,317.5385128,396.923141,0,0,0
-17987,94,201801,170,58.99857,-173.72279,M-26,2018,19-Jul-18,115,3.5,68580,0,205.1765762,478.7453444,11353.10388,12310.59457,0,4992.63002,4992.63002
-17896,162,201801,148,59.32854,-173.17416,N-25,2018,11-Jul-18,97,3.3,68580,65.9528179,395.7169074,197.8584537,461.6697253,1121.197904,1780.726083,131.9056358,1912.631719
-17871,94,201801,147,60.32992,-170.66766,Q-21,2018,8-Jul-18,59,2.8,68580,0,429125.4959,18594.2818,0,447719.7777,241448.1367,30944.21523,272461.7336
-17881,162,201801,136,58.9908,-171.77967,M-23,2018,7-Jul-18,85,3.4,68580,0,1605.433527,4739.851366,1834.781174,8180.066067,76.44921558,76.44921558,152.8984312
-18019,162,201801,160,57.9849,-173.45652,J-26,2018,21-Jul-18,116,3.9,68580,0,0,399.787768,133.2625893,533.0503573,0,0,0
-17630,94,201801,67,56.99924,-164.62009,G-06,2018,16-Jun-18,68,4,68580,1152.073578,384.0245261,0,0,1536.098105,1536.098105,0,1536.098105
-18000,94,201801,185,61.0005,-172.79938,S-24,2018,22-Jul-18,64,3.8,68580,0,654623.7032,49122.63175,206.8321337,703953.1671,849356.1571,86972.91222,936329.0693
-18169,162,201801,176,59.67873,-175.8756,O-29,2018,27-Jul-18,135,2.7,68580,0,553.0433894,0,79.00619848,632.0495878,1185.092977,0,1185.092977
-17631,94,201801,68,56.66654,-164.62184,F-06,2018,16-Jun-18,73,3.8,68580,0,0,0,0,71.79176831,0,0,0
-17807,94,201801,116,58.00241,-170.35638,J-21,2018,29-Jun-18,72,3.8,68580,0,478.3329331,21764.14846,18575.26224,40817.74363,0,159.444311,159.444311
-17867,94,201801,143,58.97688,-171.12471,M-22,2018,7-Jul-18,76,3.3,68580,0,61092.78665,359711.9977,17912.78369,438644.7518,873.7943263,30582.80142,31456.59575
-18140,94,201801,213,61.34227,-174.99876,T-27,2018,30-Jul-18,85,2.3,68580,0,42124.98925,19332.72454,203.5023635,61661.21615,59015.68543,20146.73399,79162.41942
-18138,94,201801,211,61.33123,-176.29726,T-29,2018,30-Jul-18,104,2.4,68580,0,497.451262,40435.68116,10659.6699,52232.38251,71.064466,15847.37592,15918.44038
-17863,94,201801,139,57.33586,-171.46599,H-23,2018,5-Jul-18,99,4.1,68580,0,69.08972237,898.1663908,759.9869461,1727.243059,0,0,0
-19266,162,201901,90,59.99753,-167.99829,P-01,2019,27-Jun-19,25,7.2,68580,0,74.01662856,0,0,74.01662856,0,0,0
-17346,162,201702,23,61.99596,-168.84087,V-18,2017,15-Aug-17,34,0.8,68580,74.88777535,898.6533042,0,0,973.5410796,524.2144275,0,524.2144275
-17415,162,201702,65,64.65996,-168.35471,DD-01,2017,26-Aug-17,37,2.8,68580,7288.317319,7207.336015,0,0,14495.65333,6073.597766,0,6073.597766
-17350,162,201702,27,62.33285,-169.59543,W-19,2017,15-Aug-17,34,0.5,68580,89363.37504,388460.5131,0,0,477907.0169,292945.6127,3491.406281,296437.019
-17367,162,201702,37,62.66693,-173.9141,X-25,2017,18-Aug-17,67,-1.5,68580,2675.284418,53792.32597,2675.284418,0,59238.44068,26752.84418,34205.4222,60958.26637
-17435,162,201702,80,62.6582,-168.18624,X-01,2017,31-Aug-17,31,7.9,68580,24183.58608,44211.91682,0,0,68395.5029,37397.29806,0,37397.29806
-17399,162,201702,56,65.01722,-169.12043,EE-18,2017,22-Aug-17,47,4,68580,76.48861481,458.9316889,611.9089185,0,1147.329222,152.9772296,76.48861481,229.4658444
-17434,162,201702,79,62.99925,-167.48401,Y-02,2017,29-Aug-17,31,6.7,68580,80.40613208,0,0,0,80.40613208,80.40613208,0,80.40613208
-17430,162,201702,75,63.66954,-168.278,AA-01,2017,28-Aug-17,30,6.5,68580,34557.45932,81234.59632,0,0,115873.9454,69524.36722,0,69524.36722
-17084,162,201702,7,62.33773,-171.05503,W-21,2017,2-Aug-17,41,-0.5,68580,43245.65988,96360.97384,0,0,139606.6337,72703.94039,3541.020931,76244.96132
-17062,162,201702,1,62.33537,-175.29846,W-27,2017,1-Aug-17,77,-1.5,68580,918.4477345,13070.21776,1554.296166,0,15542.96166,5651.986059,1624.945992,7276.932051
-17401,94,201702,47,64.3323,-165.33609,CC-05,2017,24-Aug-17,23,8.4,68580,412.873719,330.2989752,0,0,743.1726942,165.1494876,0,165.1494876
-17405,94,201702,51,63.99897,-166.8175,BB-03,2017,25-Aug-17,31,4.1,68580,2223.473238,1219.324033,0,0,3442.797271,1075.874147,0,1075.874147
-17371,94,201702,24,62.99165,-166.75021,Y-03,2017,18-Aug-17,26,5.8,68580,8549.380795,9499.311995,0,0,18048.69279,11874.13999,0,11874.13999
