,arrowtooth flounder,Greenland turbot,Pacific halibut,flathead sole,Bering flounder,rex sole,yellowfin sole,longhead dab,starry flounder,Alaska plaice,sturgeon poacher,butterfly sculpin,Pacific cod,walleye pollock,wattled eelpout,shortfin eelpout,Tanner crab,snow crab,red king crab,blue king crab,skates,rock sole,year,julian,depth,bottom.temp,lat,long,station
1.98501E+11,NA,0,0,4.3876,0,0,236.4619,0,0,7.7427,0.1488,0,15.1679,38.277,0,0,0.0098,0.0199,0,0,0,49.782,1985,203,49,3.9,57.65517,-163.988,I-07
1.98501E+11,NA,0,0.6424,1.0362,0,0,108.2272,0,0,14.8172,0.1243,0,14.61,10.5688,0,0,0,0.0208,0,0,0.5181,13.2111,1985,203,44,5.1,57.98767,-163.98583,J-07
1.98501E+11,NA,0,0,2.299,0,0,134.4228,0,0,12.0286,0.4961,0,16.4451,21.5772,0,0,0,0,0,0,3.3576,19.7171,1985,204,48,4.3,57.999,-165.22983,J-05
1.98501E+11,NA,0,0,2.83,0,0,154.0947,0,0,41.5707,0.0215,0,50.7147,108.8257,0,0,0,0.7503,0,0,3.9126,17.6338,1985,204,59,1.5,57.68867,-165.27633,I-05
1.98501E+11,NA,0,3.639,0,0,0,161.7569,0.3352,0,6.9918,0.0591,0,38.1243,40.6882,0,0,0.0098,0,0,0,0,23.3123,1985,204,42,5.1,57.98967,-164.6215,J-06
1.98501E+11,NA,0,0,1.3953,0,0,106.5225,0,0,11.5785,0.2422,0,24.0485,8.536,0,0,0,0.0194,0,0,0.9884,41.1304,1985,204,51,3.3,57.68283,-164.60633,I-06
1.98501E+11,NA,0,0,2.5912,0,0,255.8518,0,0,79.3615,0,0,8.3284,239.0468,0,0,0.0277,0.1665,0,0,0,5.4598,1985,204,62,1,57.35317,-164.61867,H-06
1.98501E+11,NA,0,0,3.3938,0,0,131.1178,0,0,2.2931,0.0091,0,20.0874,12.3826,0.0275,0,0.1834,1.009,0,0,0,0.4586,1985,205,66,0.8,57.33067,-165.21717,H-05
1.98501E+11,NA,0,0,11.762,0,0,108.0886,0,0,67.6474,0,0,17.6431,66.1745,0.0933,0,0.0103,0.083,0,0,1.7633,14.7596,1985,205,70,2,57.025,-165.2355,G-05
1.98501E+11,NA,0,0,10.3861,0,0,88.4041,0,0,55.8417,0,0,10.3861,358.6491,0,0,0.198,0.1695,0,0,0,2.1395,1985,205,68,1,56.99667,-164.61267,G-06
1.98501E+11,NA,0,0,12.423,0,0,174.5556,0,0,23.5307,0,0,5.8851,329.4974,0.0975,0,0.1461,0.0389,0,0,0,27.4572,1985,205,73,1.8,56.67283,-164.56967,F-06
1.98501E+11,NA,0,0,11.8014,0,0,118.8317,0,0,42.8791,0,0,2.0841,75.1702,0.1055,0,0.0351,0.5452,0,0,1.2136,0,1985,205,73,-9999,56.67017,-165.193,F-05
1.98501E+11,NA,0,0,15.9838,0,0,30.6243,0,0,4.0605,0,0,9.3505,404.0361,0.5683,0,0.1859,0.4754,0,0,8.6685,12.3263,1985,206,84,2.8,56.34283,-165.2195,E-05
1.98501E+11,NA,0,0,28.5769,0,0,100.4582,0,0,40.1871,0,0,13.3956,267.4507,0.444,0,0.1481,0.4626,0.3239,0,2.6828,33.9333,1985,206,86,2.2,56.3245,-164.62267,E-06
1.98501E+11,NA,0,0,36.2685,0,0,95.161,0,0,4.313,0,0,23.7021,167.8744,0,0,0.1863,0.6861,0,0,15.0858,22.6237,1985,206,91,3,56.01333,-164.557,D-06
1.98501E+11,NA,0,2.6975,49.3137,0,0.0556,37.115,0,0,0,0,0,7.7864,515.4766,0,0,0,0,0,0,0,44.3823,1985,206,95,3.6,56.013,-165.14033,D-05
1.98501E+11,NA,0,0,27.2615,0,0,4.2095,0,0,0,0,0,2.1047,164.1705,0.0201,0,0.0201,0.2205,0,0,8.6195,0.0502,1985,206,108,4.5,55.675,-165.176,C-05
1.98501E+11,NA,0,0,3.6364,0,0,3.0737,0,0,0,0,0,7.7491,38.4421,0,0,0.0086,0,0,0,0,1.2987,1985,207,95,4.3,55.666,-164.614,C-06
1.98501E+11,NA,0,3.613,17.118,0,2.388,24.6837,0,0,0,0.0411,0,2.7895,238.4595,0,0,0.8544,3.4482,0,0,13.5359,23.0884,1985,207,99,5,55.3445,-164.559,B-06
1.98501E+11,NA,0,1.1477,11.138,0,0.479,1.4872,0,0,0,0,0,7.4252,254.2369,0,0,0.1298,0.9481,0,0,0,0.1897,1985,207,110,3.9,55.3365,-165.16433,B-05
1.98501E+11,NA,0,1.447,29.8813,0,8.7197,14.6312,0,0,0,0.1238,0,20.8569,632.1612,0,0,1.0472,3.7125,0,0,3.1127,8.0914,1985,207,110,3.9,55.01683,-165.14017,A-05
1.98501E+11,NA,0,13.5609,5.743,0,0.1205,62.9876,0,0,0.0186,1.0004,0,23.2499,0.1852,0,0,0.0741,0,0,0,3.1493,35.1989,1985,207,80,6.1,54.707,-165.145,Z-05
1.98501E+11,NA,0,0,6.1967,0,0.1906,1.6206,0,0,0,0,0,5.2434,124.695,0.0954,0,0.677,0.6673,0,0,16.8739,3.6227,1985,208,130,4.2,54.99633,-165.754,A-04
1.98501E+11,NA,0,0,9.9652,0,3.3882,0,0,0,0.3289,0,0,36.5725,139.215,0.0398,0.0997,1.8635,1.1062,0,0,0,0.1395,1985,208,143,4,55.005,-166.30833,A-03
1.98501E+11,NA,0,1.795,11.3069,0,1.7239,0,0,0,0,0.0101,0,19.4701,224.7681,0,0.1015,1.2879,0.7505,0,0,5.3745,0.2028,1985,208,132,4.1,55.32233,-166.34733,B-03
1.98501E+11,NA,0,16.285,19.7083,0,1.2622,0.3538,0,0,0,0,0,10.9777,247.9087,0.0479,0,0.8416,0.1434,0,0,5.3263,0,1985,208,119,4,55.33017,-165.8155,B-04
1.98501E+11,NA,0,5.5211,17.14,0,0.032,0.2135,0,0,0,0,0,14.2778,331.3175,0.0534,0,0.0214,0.4059,0,0,1.228,0.1601,1985,208,117,5.2,55.65933,-165.79183,C-04
1.98501E+11,NA,0,0,5.1034,0,0.8006,0,0,0,0,0,0,15.6607,48.6333,0,0.1602,0.8006,0.3003,0,0,0.6005,0,1985,209,124,3.9,55.66517,-166.35017,C-03
1.98501E+11,NA,0,2.7701,18.4499,0,0.1163,0,0,0,0,0,0,11.1016,52.9707,0,0.1585,0.6345,0.4228,0,0,0,0,1985,209,123,4,55.99117,-166.407,D-03
1.98501E+11,NA,0,0.6753,18.5694,0,1.4068,1.9694,0,0,0.3565,0,0,5.3458,21.2891,0,0.0188,0.0751,0,0,0,0.3471,0,1985,209,101,4.1,56.33467,-166.42483,E-03
1.98501E+11,NA,0,0,38.4413,0,0,24.8382,0,0,2.6689,0,0,27.249,12.1394,0,0,0.1549,0,0,0,3.1424,14.3778,1985,209,82,2.6,56.66217,-166.44667,F-03
1.98501E+11,NA,0,0,6.4196,0,0,63.9956,0,0,27.1832,0.01,0,6.9212,1.7052,0.0201,0,0.0601,1.3642,0,0,2.5077,8.7268,1985,209,71,1.3,56.98533,-166.4635,G-03
1.98501E+11,NA,0,0,3.2791,0,0,95.4145,0,0,26.3396,0.0105,0,17.6655,5.1833,0.0212,0,0.5394,4.2101,0,0,0,4.6544,1985,210,68,1.7,57.32517,-166.46083,H-03
1.98501E+11,NA,0,0,2.3238,0,0,69.409,0,0,14.4476,0,0,15.458,11.7198,0.0203,0,0.0303,2.2733,0,0,0.3537,0.5052,1985,210,64,2.5,57.6545,-166.50233,I-03
1.98501E+11,NA,0,0,2.252,0,0,231.2397,0,0,46.744,0.0892,0,30.336,104.9456,0,0,0,0.1389,0,0,0,6.9639,1985,210,59,1.8,57.98833,-166.54317,J-03
1.98501E+11,NA,0,0,3.8513,0,0,102.9435,0,0,78.6909,0.0209,0,14.1561,7.7026,0,0,0,2.4253,0,0,0,1.5093,1985,210,66,-9999,57.99267,-167.7985,J-01
1.98501E+11,NA,0,0,1.1045,0,0,106.9485,0,0,8.8354,0.0301,0,10.4919,1.5563,0.0704,0,0.0803,7.0081,0,0,1.5563,2.48,1985,211,68,1.4,57.67317,-167.75867,I-01
1.98501E+11,NA,0,0,4.1253,0,0,46.1113,0,0,6.1421,0.0366,0,2.5669,2.3834,0.055,0,0.3666,5.5461,0.1374,0,2.2459,23.2847,1985,211,71,2.1,57.34567,-167.73117,H-01
1.98501E+11,NA,0,0.3859,4.4107,0,0,59.9136,0,0,0.2113,0.0184,0,5.4216,2.6097,0.0735,0,0.092,1.5806,0,0,0.1471,43.8326,1985,211,75,1.8,57.0135,-167.73633,G-01
1.98501E+11,NA,0,0,7.1585,0,0.1789,2.0879,0,0,2.6844,0,0,59.045,548.0959,0,0,0,0.358,0,0,0,1.4914,1985,211,102,3.4,56.67383,-167.67767,F-01
1.98501E+11,NA,0,4.3904,19.7013,0,0,0,0,0,0,0,0,13.2218,394.3307,0,0,0.9083,0.9083,0,0,7.9027,10.3654,1985,213,126,4,56.34867,-168.88267,E-19
1.98501E+11,NA,0,2.4081,24.4677,0,0.8179,0,0,0,0,0,0,13.2335,194.5028,0.727,0,2.4762,16.5842,0,0,32.2602,4.4413,1985,213,152,4.5,56.337,-168.24833,E-18
1.98501E+11,NA,0,0.4503,13.3803,0,0.3645,0,0,0,0,0,0,31.253,212.9066,0.0964,0,0.0215,0.6862,0,0,76.2615,4.4924,1985,214,146,4.3,56.01083,-168.192,D-18
1.98501E+11,NA,0,0,18.2452,0,0.8294,0,0,0,0,0,0,10.2111,67.694,0.0208,0,0.7361,0.5183,0,0,5.6188,0,1985,214,132,4.6,56.00083,-167.63283,D-01
1.98501E+11,NA,0,0.7433,17.7916,0,0.1022,0,0,0,0,0,0,1.0221,46.825,0,0.0092,0.4645,0.418,0,0,1.3936,0,1985,214,130,4.7,56.32633,-167.65567,E-01
1.98501E+11,NA,0,0,4.3644,0,0,1.6715,0,0,1.1143,0,0,8.0789,19.129,0,0,0.0092,2.0894,0,0,0,14.3932,1985,215,97,4,56.70267,-168.93367,F-19
1.98501E+11,NA,0,0,2.6017,0,0.2799,72.0409,0,0,3.5451,0,0,10.1583,428.9175,0,0,0.1762,3.1097,0,0,9.443,24.328,1985,215,80,3.7,56.82,-169.23983,GF2019
1.98501E+11,NA,0,0,1.9176,0,0,34.0937,0,0,1.8239,0.0093,0,4.6301,4.6301,0,0,0,9.1852,0,0,1.3282,30.7264,1985,215,79,2.8,56.99217,-168.955,G-19
1.98501E+11,NA,0,3.4369,11.3956,0,0,70.2095,0,0,6.7379,0.208,0,54.6625,1.8178,0,0,0.3888,9.5234,0,0.9497,0,56.4804,1985,215,70,3.6,57.15233,-169.3015,HG2019
1.98501E+11,NA,0,1.9981,0.485,0,0,33.8806,0,0,4.1611,0.5044,0,67.7612,0.1163,0,0,0.5335,4.0642,0,4.2678,7.6627,87.1893,1985,216,68,3.3,57.32767,-168.9965,H-19
1.98501E+11,NA,0,0,13.2639,0,0,110.9318,0,0,21.4654,0.5538,0,2.1669,1.8074,0,0,0,6.8701,0,2.0892,4.5866,61.7335,1985,216,70,2.2,57.49683,-169.2105,IH2019
1.98501E+11,NA,0,0,10.8238,0,0,79.3241,0,0,21.4472,0.1202,0,6.364,0.7015,0,0,0,14.0408,0,0,1.1025,31.3688,1985,216,66,1.9,57.662,-169.03483,I-19
1.98501E+11,NA,0,0,1.0523,0,0,60.0807,0,0,39.6178,0.3268,0.848,27.5016,2.4518,0,0,0,4.9547,0,0,5.9559,116.0646,1985,216,64,2.2,57.82583,-169.37933,JI2019
1.98501E+11,NA,0,0,2.5618,0,0,41.1622,0,0,42.0306,0.0435,0.0869,9.1182,2.5183,0.0174,0,0,4.7068,0,0.4342,3.1262,4.4288,1985,216,66,1.4,57.999,-169.092,J-19
1.98501E+11,NA,0.141,0,2.4456,0,0,25.3038,0,0,42.8942,0.0375,0,9.8769,16.4617,0.2822,0,0.0093,6.9609,0,0.4233,4.5622,12.887,1985,217,71,2.3,58.00083,-170.3065,J-21
1.98501E+11,NA,0,1.4552,3.0722,0,0,65.165,0,0,30.5611,0.0107,0,44.1979,9.9177,0,0,0,3.3417,0,0.0107,9.2171,15.9544,1985,217,75,3.8,57.838,-170.60017,JI2221
1.98501E+11,NA,0,26.5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2005,0,22.8697,1985,219,55,5.9,57.34033,-170.2645,H-21
1.98501E+11,NA,0,7.7919,9.6648,0,0,147.9821,0,0,39.4142,0.0621,0,32.8229,5.5257,0,0,0.0518,9.8923,0,1.1384,8.5885,101.2106,1985,219,70,3.5,57.608,-170.27367,I-21
1.98501E+11,NA,0,5.5269,7.2788,0,0.453,48.4442,0,0,12.0506,0.0706,0,56.8605,3.4129,0,0,0,0.2013,0,0,0,90.9787,1985,219,71,-9999,57.53117,-170.4095,IH2221
1.98501E+11,NA,0,0,0,0.3687,0,260.4394,1.4851,0,53.1243,0,0,10.6796,8.173,0,0,0,0.1054,0,0,0,9.8476,1985,184,49,-9999,58.32483,-167.18383,K-02
1.98501E+11,NA,0,3.44,0,0,0,115.8363,0.2756,0,31.2248,1.1466,0,3.0652,5.5791,0,0,0,0.0109,0,0,0,13.0986,1985,184,42,-9999,58.66383,-167.19533,L-02
1.98501E+11,NA,0,0.4912,0,0,0,65.2238,0,0,23.7971,0.9061,0,15.9921,4.9667,0,0,0,0,0,0,0,11.0253,1985,184,37,-9999,58.97817,-167.24567,M-02
1.98501E+11,NA,0,0.6391,0,0,0,66.8258,0,0,5.3621,0.6716,0,134.2582,8.7419,0,0,0,0,0,0,0,5.6762,1985,184,29,-9999,59.3205,-167.26817,N-02
1.98501E+11,NA,0,1.095,0,0,0,51.356,0.6924,0,25.0486,0.5034,0,20.58,33.2302,0,0,0,0,0,0,0,8.6222,1985,185,29,-9999,59.6715,-167.257,O-02
1.98501E+11,NA,0,1.1158,0,0,0,25.3057,0.2392,0.2989,1.096,0.548,0,27.1988,6.8744,0,0,0,0,0,0,0,0.2989,1985,186,27,3.8,60.3285,-167.30117,Q-02
1.98501E+11,NA,0,0,0,0,0,23.7837,0.0706,0,7.4176,0.1178,0,21.1345,20.0749,0,0,0,0,0,0,0,0.2118,1985,186,35,1.6,60.35383,-168.68733,Q-18
1.98501E+11,NA,0,0,0,0.7635,0,17.0482,0.0637,0,4.9618,0.0892,0,17.1119,4.9618,0,0,0,0.0126,0.4454,0,0,1.2723,1985,186,37,2.1,60.01233,-168.67867,P-18
1.98501E+11,NA,0,1.7691,0,0.1607,0,26.6449,0,0,7.184,0.0215,0,2.895,6.2188,0,0,0,0,0,0,0,2.0372,1985,186,38,1.3,59.68933,-168.63833,O-18
1.98501E+11,NA,0,9.3819,0,0.2144,0,80.149,0.0643,0,31.7915,0.0106,0,15.1185,10.8295,0,0,0,0.0428,0,0,0,15.6544,1985,187,40,2.5,59.33333,-168.574,N-18
1.98501E+11,NA,0,0.8162,0,0,0,65.5632,0.204,0,40.3458,0.3571,0,11.1194,5.8044,0,0,0,0.0101,0,0,0,24.636,1985,187,46,2.4,59.01233,-168.53533,M-18
1.98501E+11,NA,0,0,0.4108,0.154,0,102.872,0.2054,0,42.7306,0.0924,0,5.136,5.3414,0,0,0,0.3492,0,0,0,2.568,1985,187,53,1.4,58.673,-168.50283,L-18
1.98501E+11,NA,0,0,0.1228,3.4288,0,52.764,0,0,41.505,0,0,7.1137,4.8107,0,0,0,1.5455,0,0,0,1.0748,1985,187,64,0.2,58.33233,-168.49267,K-18
1.98501E+11,NA,0,0,0.6959,1.7895,0,47.7178,0,0,40.411,0.0596,0,18.9877,4.1753,0.7954,0,0,14.1066,0,0,0,3.0817,1985,188,68,0.8,58.32917,-169.73117,K-20
1.98501E+11,NA,0,0,0.4588,1.0552,0,21.1057,0,0,43.175,0.0091,0.1376,6.4693,4.5424,0.0734,0,0,17.3343,0,0,0,2.3401,1985,188,66,-0.1,58.656,-169.78717,L-20
1.98501E+11,NA,0,2.2666,0.1108,0.9066,0,37.7764,0,0,73.7396,0,0.151,4.8353,11.7862,0,0,0,11.7964,0,0,0,0.5037,1985,188,62,-0.1,58.99233,-169.83983,M-20
1.98501E+11,NA,0,0.1028,0.1121,2.243,0,39.0672,0,0,56.3575,0.0188,0.0935,17.197,8.1779,0.028,0,0,8.3274,0,0,0,0.5141,1985,188,59,0.3,59.32233,-169.8775,N-20
1.98501E+11,NA,0,0.113,0.041,3.133,0,37.338,0,0,99.5851,0,0,22.3925,21.1599,0.0206,0,0,0.8732,0,0,0,1.13,1985,188,55,0.5,59.67767,-169.92983,O-20
1.98501E+11,NA,0,0.7904,0,2.5983,0,39.4102,0,0,298.9305,0,0,46.988,8.2297,0,0,0,0.5434,0,0,0,0.0394,1985,189,53,-1.2,59.99833,-169.96133,P-20
1.98501E+11,NA,0.01,0,0,0.2014,0,4.9865,0,0,40.9495,0,0,3.425,1.6117,0,0,0,1.4909,0,0,0,0.01,1985,189,51,-1.2,60.3275,-170.04067,Q-20
1.98501E+11,NA,0,0,0,0.1138,0,0.155,0,0,0.9825,0,0.6722,0,0.0518,0,0,0,4.5505,0,0,0,0,1985,189,59,-1.6,60.9905,-171.4695,S-22
1.98501E+11,NA,0,0,0,0.4335,0,0.2409,0,0,1.9269,0,1.6379,1.5414,0.0482,0,0,0,2.216,0,0,0,0.0096,1985,189,62,-1.4,60.6715,-171.4415,R-22
1.98501E+11,NA,0.01,0,0,1.9056,0,0.2508,0,0,9.1774,0,17.8031,0.7523,1.9658,0,0,0,6.9206,0,0,0,0.01,1985,190,66,-1.4,60.3325,-171.36717,Q-22
1.98501E+11,NA,0.0097,0,0,0.6336,0,0.7312,0,0,16.8665,0,8.092,11.9919,1.0725,0,0,0,13.9418,0,0,0,0.0585,1985,190,70,-1.3,60.0055,-171.306,P-22
1.98501E+11,NA,0,0,0.0199,0.5966,0,0.5766,0,0,21.6221,0,0.9941,15.0111,2.1871,0,0,0,10.0407,0,0,0,0.0498,1985,190,71,-1.3,59.6775,-171.25133,O-22
1.98501E+11,NA,0.0102,0,0.0515,0.6067,0,0.5142,0,0,18.6639,0,0,5.7175,7.0852,0,0,0,7.1777,0,0,0,0.1029,1985,190,75,-1.2,59.34283,-171.18483,N-22
1.98501E+11,NA,0,0,0.0592,0.395,0,2.4695,0,0,12.347,0,0.1285,4.2473,39.7673,0.0296,0,0,9.1764,0,0,0,0.1975,1985,190,77,-1.2,58.98783,-171.13683,M-22
1.98501E+11,NA,0,0.616,0.9952,0.9003,0,2.6537,0,0,26.5367,0,0,7.5818,16.5,1.3268,0,0.0664,15.8272,0,0,0,0.5213,1985,191,82,-0.1,58.66867,-171.0785,L-22
1.98501E+11,NA,0,0,1.4662,1.0753,0,1.0753,0,0,24.0448,0,0,2.0525,4.7601,0.782,0,0,27.9349,0,0,0,0.6842,1985,191,82,0,58.33933,-171.02717,K-22
1.98501E+11,NA,0.2434,0.7206,1.0418,0,0,0.0683,0,0,3.3106,0,0,16.5531,83.3981,0.5843,0.146,0.6719,2.8237,0,0,0,2.8724,1985,191,102,2.2,58.33433,-172.29,K-24
1.98501E+11,NA,0,0,2.5482,0.2418,0,0.6346,0,0,16.7698,0,0,62.2448,75.4895,0.8562,0.3726,0.4532,2.1654,0,0,0,9.7195,1985,191,101,2,58.67167,-172.37367,L-24
1.98501E+11,NA,0.3602,0,3.0215,1.3908,0,0.9106,0,0,3.9921,0,0,25.8538,664.9767,0.06,0.09,0.06,3.0517,0,0,0,8.1643,1985,192,99,1.5,59.006,-172.446,M-24
1.98501E+11,NA,0,0.987,1.0576,1.4906,0,2.7194,0,0,2.2662,0,0,13.2246,113.36,0.0504,0,0.0202,8.1583,0,0,0,2.1654,1985,192,88,0.2,59.34117,-172.51033,N-24
1.98501E+11,NA,0,0,0.5503,0.7217,0,0.8118,0,0,0.9833,0,0,18.439,215.8562,0,0,0,5.1872,0,0.6855,0,0.9833,1985,192,93,0.6,59.49667,-172.872,ON2524
1.98501E+11,NA,0,0,0.3297,7.2453,0,2.2013,0,0,20.3102,0,0,57.8736,245.3344,0,0,0.0267,4.857,0,0,0,4.0281,1985,192,84,-0.7,59.66367,-172.57917,O-24
1.98501E+11,NA,0.01,0.5441,0.1311,4.7368,0,0.1511,0,0,23.9355,0,0.3426,1.7637,0.655,0.1109,0,0.242,23.5829,0,0.3728,0,1.0078,1985,193,80,-1.2,59.8405,-172.93033,PO2524
1.98501E+11,NA,0,0,0,2.1792,0,0.8039,0,0,17.2392,0,63.6303,6.2953,1.4818,0,0,0,1.1427,0,3.0023,0,0.5327,1985,193,64,-1.2,59.9925,-172.64783,P-24
1.98501E+11,NA,0,0.1861,0,0.4175,0,0,0,0,3.6843,0,171.4444,4.1754,0.0242,0,0,0,0,0,2.451,0,0.4911,1985,193,59,0.3,60.1755,-173.0305,QP2524
1.98501E+11,NA,0.0099,0,0,1.5019,0,0.1603,0,0,1.2516,0,37.9986,1.0013,0.6408,0,0,0,3.6045,0,0.5508,0,0.04,1985,194,66,-1.3,60.99267,-172.82617,S-24
1.98501E+11,NA,0.0093,0,0,5.4319,0,0.1404,0,0,2.4818,0,1.1238,13.2989,0.0093,0,0,0,5.7785,0,0,0,0.6087,1985,195,82,-0.2,60.99783,-174.18067,S-26
1.98501E+11,NA,0.0092,0,0,1.7126,0,0,0,0,0,0,1.4891,5.4916,1.6755,0.0558,0,0,6.1897,0,0.512,0,0.1674,1985,195,86,-0.3,60.67767,-174.15067,R-26
1.98501E+11,NA,0.0099,0,0.0596,1.2917,0,0.159,0,0,0.3479,0,0,32.789,76.4477,0,0,0,9.1112,0,0,0,1.4109,1985,195,90,0.6,60.33767,-174.0835,Q-26
1.98501E+11,NA,0.0093,0,4.0229,6.128,0,0.1871,0,0,1.6373,0,0,66.5383,138.2222,0.1871,0,0,3.1622,0,2.2922,0,0.3742,1985,195,99,0.6,60.16933,-174.35467,QP2726
1.98501E+11,NA,0.0089,0.2886,0.8118,2.2553,0,0.0903,0,0,1.1728,0,0,33.4231,146.5022,0.0632,0,0,8.074,0,3.0671,0,0.8118,1985,195,97,1,60.003,-173.9615,P-26
1.98501E+11,NA,0.0364,0,0.0364,0.319,0,0,0,0,1.3849,0,0,92.3707,525.5451,0.5921,0,0,1.8677,0,2.6876,0,2.3779,1985,196,106,-9999,59.83283,-174.246,PO2726
1.98501E+11,NA,0.0184,0,0.0184,0.0643,0,0,0,0,0.3485,0,0,59.529,293.4915,0.376,0,0.0825,1.6963,0,2.3199,0,2.3108,1985,196,104,1,59.66883,-173.886,O-26
1.98501E+11,NA,0.1447,0,2.621,0.3614,0,0.3254,0,0,16.6933,0,0,77.9799,620.5216,0.47,0,0,1.2563,0,0,0,3.8049,1985,196,110,1.6,59.33867,-173.8165,N-26
1.98501E+11,NA,0.0389,0.234,0.0389,0,0,0,0,0,7.4771,0,0,47.9817,359.931,1.0724,0.4971,0.1754,1.8717,0,0,0,1.3159,1985,196,117,2.1,59.003,-173.73133,M-26
1.98501E+11,NA,0.5444,0.6591,3.2859,0,0,0,0,0,2.6268,0,0,56.3563,152.4007,0,0.0192,0.5922,1.3086,0,0,0,4.4989,1985,196,126,2.7,58.67217,-173.64633,L-26
1.98501E+11,NA,0,0,4.914,0,0.983,0,0,0,0.421,0,0,48.2127,145.4243,0,0,6.037,2.4712,0,0,0,18.7008,1985,196,115,2.3,58.33217,-173.56867,K-26
1.98501E+11,NA,0,4.7583,3.6465,0,3.602,0,0,0,0,0,0,29.2703,65.9316,0,0,0.1957,0.0978,0,0,0,0.8449,1985,197,201,2.8,58.67033,-174.91433,L-28
1.98501E+11,NA,0.1267,0,2.0175,0,0.0543,0,0,0,0,0,0,10.8749,25.052,0.3889,0.1356,1.6104,0.2804,0,0,0,0.1448,1985,197,130,2.2,58.99533,-175.014,M-28
1.98501E+11,NA,0.3089,0,1.447,0,0,0,0,0,2.0823,0,0,18.2814,35.4953,0.15,0.1764,0.1323,4.3233,0,0,0,1.1558,1985,197,132,2,59.32933,-175.11983,N-28
1.98501E+11,NA,4.2788,0,0.2042,0,0,0,0,0,0,0,0,35.2167,75.7755,0.0255,0.4679,0.0851,2.8922,0,0,0,0.1787,1985,197,126,2,59.63617,-175.18583,O-28
1.98501E+11,NA,0.6512,0,0.0869,0.0869,0,0,0,0,1.0419,0,0,24.182,141.4892,0.0609,0.0609,0.0086,1.9972,0,0,0,1.9102,1985,197,117,1.5,59.99833,-175.275,P-28
1.98501E+11,NA,0.2773,0.1386,0.1848,0.0277,0,0,0,0,0,0,0,40.0015,194.2308,0.0554,0.0648,0.0092,2.4769,0,0,0,0.7395,1985,198,112,1.2,60.32933,-175.39667,Q-28
1.98501E+11,NA,0.141,0,0.6585,2.7941,0,0,0,0,0,0,0,37.997,408.0232,0.2259,0,0,4.1957,0,0,0,0.9972,1985,198,106,0.9,60.665,-175.45833,R-28
1.98501E+11,NA,0.4271,0,0.2313,0.8365,0,0,0,0,0,0,0,17.3342,243.3104,0.08,0,0,4.467,0,0,0,0.2491,1985,198,117,1.1,60.66833,-176.20733,R-29
1.98501E+11,NA,1.4425,0,0.5905,0.1936,0,0,0,0,0,0,0,32.2856,365.655,0,0,0.0096,2.7397,0,0,0,1.3068,1985,198,121,1.5,60.32817,-176.04267,Q-29
1.98501E+11,NA,2.2932,0.1764,2.451,0.167,0,0,0,0,0,0,0,87.4075,380.5176,0.13,0.13,0.0651,1.9403,0,0,0,0,1985,198,130,1.6,60.00167,-175.94517,P-29
1.98501E+11,NA,1.4782,0.267,0.1907,0.0954,0,0,0,0,0,0,0,28.7708,59.3727,0,0.1907,0.1335,2.6225,0,0,0,0.0477,1985,199,137,1.9,59.6675,-175.8825,O-29
1.98501E+11,NA,1.8215,0,1.2569,0.1365,0,0,0,0,0,0,0,20.1267,57.0196,0,1.3661,0.2277,1.5665,0,0,0,0.0912,1985,199,137,1.2,59.33367,-175.76483,N-29
1.98501E+11,NA,0.7801,0,0.6159,0,0,0,0,0,0,0,0,12.4408,102.9179,0,0.9526,0.115,0.5583,0,0,0,0.0657,1985,199,132,1.7,58.995,-175.75183,M-29
1.98501E+11,NA,0,0.3996,5.9316,0,0.1243,0,0,0,0,0,0,11.4105,232.6918,0.4352,0.1243,8.1694,0.2308,0,0,0,0.3641,1985,199,134,2.3,58.65917,-175.56983,L-29
1.98501E+11,NA,0,0,5.3172,0,0.4059,0,0,0,0,0,0,7.5904,75.9197,0.5033,0,2.1512,0.1299,0,0,0,0.5682,1985,199,137,2,58.66617,-176.199,L-30
1.98501E+11,NA,1.7499,0,0.2058,0,0,0,0,0,0,0,0,13.536,31.0867,0,0.0411,1.0192,0.4014,0,0,0,0,1985,200,137,1.7,59.004,-176.3635,M-30
1.98501E+11,NA,1.6917,4.0844,9.1316,0,0,0,0,0,0,0,0,21.198,149.0303,0,1.2431,0.5327,0.5794,0,0,0,0,1985,200,135,1.2,59.32167,-176.39833,N-30
1.98501E+11,NA,6.5753,0.6165,0.8576,0.0536,0,0,0,0,0,0,0,17.9931,244.3433,0,2.2782,0.1966,2.1532,0,0,0,0,1985,200,135,1.1,59.66167,-176.54367,O-30
1.98501E+11,NA,3.3821,0,4.9925,1.1273,0,0,0,0,0,0,0,52.0196,160.2155,0.322,2.7379,0.1409,2.8185,0,0,0,0,1985,200,141,0.8,59.99833,-176.73283,P-30
1.98501E+11,NA,2.5871,0,0.5353,0.2051,0,0,0,0,0,0,0,24.1046,123.4756,0,0.5353,0,8.0735,0,0,0,0.116,1985,200,135,1,60.32833,-176.73033,Q-30
1.98501E+11,NA,0.037,0,0.0278,0.037,0,0,0,0,0,0,0,12.7189,162.0499,0,0.0465,0,2.0054,0,0,0,0.325,1985,201,128,1.1,60.66417,-176.8045,R-30
