,arrowtooth flounder,Greenland turbot,Pacific halibut,flathead sole,Bering flounder,rex sole,yellowfin sole,longhead dab,starry flounder,Alaska plaice,sturgeon poacher,butterfly sculpin,Pacific cod,walleye pollock,wattled eelpout,shortfin eelpout,Tanner crab,snow crab,red king crab,blue king crab,skates,rock sole,year,julian,depth,bottom.temp,lat,long,station
1.99901E+11,34.1933,0,2.2017,31.3199,0,13.3134,0.862,0,0,0,0.0383,0,20.0179,95.7796,0.2395,0,0.3571,3.5115,0,0,24.9026,8.9076,1999,152,109,3.6,54.99523,-165.15021,A-05
1.99901E+11,48.3099,0,0,16.0372,0,0.3788,0,0,0,0,0,0,3.3373,18.6168,0.1443,0,0.2526,1.353,0,0,10.4449,0.1443,1999,152,109,2.8,55.32791,-165.1512,B-05
1.99901E+11,123.2345,0,1.8137,92.1181,0,0.3821,0,0,0,0,0,0,8.7872,27.2108,0,0,0.1703,0.5678,0,0,28.8241,0,1999,152,106,3,55.6599,-165.1985,C-05
1.99901E+11,6.4153,0,3.1172,16.6297,0,0,0,0,0,0,0.056,0,14.5744,93.4882,0,0,0.3708,1.0733,0,0,15.4463,1.3702,1999,152,94,1.8,55.99303,-165.1859,D-05
1.99901E+11,0,0,2.3127,1.9987,0,0,3.9393,0,0,0,0,0,9.7996,18.3573,0.815,0,2.6779,1.9017,0,0,4.7543,1.9599,1999,153,85,1.1,56.32377,-165.20061,E-05
1.99901E+11,0,0,0.5844,20.7034,0,0,134.3896,0,0,1.8253,0.1564,0,6.5187,31.0812,3.3897,0,3.1872,3.1309,0,0,17.5745,33.1671,1999,153,75,1.3,56.65551,-165.2146,F-05
1.99901E+11,0,0,14.5351,11.6321,0,0,116.5338,0,0,7.4474,0.1418,0,32.1302,13.6182,0.9221,0,4.4186,1.4453,0,0,16.5262,46.883,1999,153,71,0.7,56.98666,-165.2164,G-05
1.99901E+11,0,0,0,0.0804,0,0,10.4302,0,0.6632,4.562,0.2412,0,1.7685,6.7123,0,0,1.0651,3.2155,0,0,2.6528,50.4028,1999,153,66,-1.2,57.32073,-165.2332,H-05
1.99901E+11,0,0,0,0,0,0,11.4891,0,0,6.9098,0.2249,0,0.1635,1.8399,0,0,0.0818,1.2062,0,0,0,3.3118,1999,153,60,-1.5,57.65423,-165.255,I-05
1.99901E+11,0,0,1.1483,0,0,0,83.4943,0,0,54.0007,0.5474,0,0.1217,4.9257,0,0,0,0.1487,0,0,5.9596,10.2164,1999,154,50,-0.2,57.99044,-165.2515,J-05
1.99901E+11,0,0,2.3157,0,0,0,61.3891,0,0,17.3071,0.2412,0,0.0602,3.9198,0,0,0,0,0,0,1.2663,5.4877,1999,154,45,0,58.32125,-165.2842,K-05
1.99901E+11,0,0,4.4939,0,0,0,69.5864,0,0,22.4799,0.3646,0,0.8823,5.7516,0,0,0,0,0.1544,0,2.5518,4.6175,1999,154,40,0.2,58.6543,-165.2979,L-05
1.99901E+11,0,0,5.4196,0,0.027,0,72.4365,3.633,0,32.832,0.6279,0,0,2.6318,0,0,0,0,0,0,2.8707,51.7146,1999,154,28,1,58.98713,-165.30099,M-05
1.99901E+11,0,0,0.1013,0,0,0,78.8784,3.1321,0.6218,2.6715,0.4606,0,0,3.4315,0,0,0,0,0,0,0,20.8653,1999,154,21,1.5,59.31039,-165.31531,N-05
1.99901E+11,0,0,4.0245,0,0,0,111.2707,0.8052,4.8309,9.6618,1.5297,0,0.8619,16.785,0,0,0,0,0,0.1361,0,2.3082,1999,155,27,0.5,59.66487,-166.6311,O-03
1.99901E+11,0,0,1.0736,0,0,0,30.9684,1.954,0,11.3831,0.8634,0,0.0023,5.3394,0,0,0,0,0.159,0,1.0224,4.9077,1999,155,27,0.9,59.34753,-166.5992,N-03
1.99901E+11,0,0,2.7907,0,0,0,37.5854,0.1763,0.0661,26.6359,0.4627,0,0.7865,8.2617,0,0,0,0,0,0,5.1774,8.9447,1999,155,34,0.6,59.01418,-166.5824,M-03
1.99901E+11,0,0,2.6238,0.1947,0,0,58.0107,0,0,31.3414,0.8435,0,0,8.8684,0,0,0,0.0613,0,0,1.8818,22.1272,1999,155,42,0.2,58.68172,-166.56689,L-03
1.99901E+11,0,0,9.4742,0,0,0,50.151,0,0,18.7521,0.7413,0,5.3639,15.4814,0,0,0,0.0206,0,0,10.0739,44.5688,1999,155,47,0,58.34518,-166.5517,K-03
1.99901E+11,0,0,5.7359,0.0279,0,0,80.6704,0,0,13.2704,0.3492,0,3.9113,2.0954,0,0,0,1.9441,0,0,0,12.2926,1999,156,60,-0.3,58.01005,-166.5192,J-03
1.99901E+11,0,0,2.4171,0.4277,0,0,66.5162,0,0,15.8983,0.0713,0,4.2776,8.1987,1.0693,0,0.0998,3.5166,0,0,3.2082,30.2282,1999,156,65,-0.4,57.6787,-166.5015,I-03
1.99901E+11,0,0,3.9173,18.9766,0,0,55.8045,0,0,0.358,0.0102,0,11.8155,22.1479,0.5626,0,1.1579,1.7968,0,0,0.7161,24.2449,1999,156,68,0.4,57.34777,-166.4836,H-03
1.99901E+11,0,0,5.4004,51.0279,0,0,17.8478,0,0,22.4595,0.7188,0,17.1292,30.3653,1.7967,0,1.1001,1.9055,0,0,8.2651,9.463,1999,156,72,1.5,57.0124,-166.46449,G-03
1.99901E+11,0.019,0,1.8745,3.2549,0,0.0057,1.4276,0,0,0.4759,0.0381,0,10.0882,21.071,2.4745,0,1.7321,1.5037,0,0,12.9814,2.5506,1999,156,82,1.7,56.67797,-166.43581,F-03
1.99901E+11,2.1767,0,3.1166,2.7161,0,0.0385,0,0,0,0,0,0,2.9665,39.3737,0.0116,0,0.9824,1.4447,0,0,7.6282,0,1999,157,102,2.1,56.34789,-166.416,E-03
1.99901E+11,16.967,0,6.3053,21.7193,0,0.3535,0,0,0,0,0,0,1.7085,2.7493,0,0.0295,1.3354,0.3928,0,0,0.9819,0,1999,157,123,-9999,56.00742,-166.39799,D-03
1.99901E+11,8.4339,0,0,20.092,0,0.5829,0,0,0,0,0,0,1.1112,0.2368,0,0.1093,0.2186,0.674,0,0,0,0,1999,157,126,3.2,55.67548,-166.3817,C-03
1.99901E+11,30.0594,0,2.1245,16.0189,0,1.8823,0,0,0,0,0,0,0.6146,1.3829,0,0.0576,1.4021,0.9027,0,0,3.6302,0,1999,157,132,3.3,55.3404,-166.3497,B-03
1.99901E+11,19.5543,0,4.3237,6.0711,0,1.3409,0,0,0,0,0,0,4.0971,0.5587,0,0.149,2.719,0.987,0,0,3.531,0,1999,157,142,3.3,55.01033,-166.35229,A-03
1.99901E+11,7.746,0,2.3223,4.0495,0,0.5201,0,0,0,0,0,0,7.9317,6.6686,0.0557,0.0074,0.1115,0.7802,0,0,7.4859,0.4458,1999,158,135,3.3,55.67381,-168.2225,C-18
1.99901E+11,9.6739,0,4.4405,9.9344,0,0.2046,0,0,0,0,0,0,3.1254,2.3069,0,0.0167,1.0418,0.3721,0,0,6.0834,0,1999,158,134,3.4,55.66627,-167.6214,C-01
1.99901E+11,20.0335,0,1.3228,8.4137,0,0.3897,0,0,0,0,0,0,4.4991,1.541,0.0354,0,1.2045,0.5137,0,0,7.4572,0,1999,158,147,3.4,55.34478,-167.5511,B-01
1.99901E+11,21.2343,0,1.9854,12.6715,0,0.2363,0,0,0,0,0,0,1.7089,3.0724,0,0.0182,0.2,0.6363,0,0,3.5269,0,1999,162,132,3.2,55.99489,-167.6218,D-01
1.99901E+11,397.3131,0,3.0145,18.0597,0,0,0,0,0,0,0,0,0,2.1301,0,0,0,0.7061,0,0,398.6096,0,1999,162,127,3.5,56.32196,-167.65379,E-01
1.99901E+11,1.3807,0.8889,1.3788,1.7211,0,0.0378,0,0,0,0,0,0,3.4422,6.6197,0,0.0057,0.208,1.5131,0,0,3.272,0,1999,162,103,2.5,56.65533,-167.6514,F-01
1.99901E+11,0.568,0,1.9291,0.5477,0,0,4.6857,0,0,0.2637,0.0183,0,5.3754,30.163,0.1014,0,0.5882,3.8338,0,0,2.3733,4.8074,1999,163,79,2.2,56.9967,-167.69859,G-01
1.99901E+11,0.0446,0,0.4773,18.7529,0,0,15.0322,0,0,3.1999,1.2651,0,20.6674,170.4885,0.1488,0,0.1038,1.826,0,0.6225,15.4042,22.8459,1999,163,74,1.8,57.32423,-167.73421,H-01
1.99901E+11,0,0,0,1.0001,0,0,78.3357,0,0,0.8889,0.1,0,12.0004,33.4454,0,0,0.0437,0.5744,0,0,16.2228,32.0009,1999,163,70,1.4,57.65769,-167.7681,I-01
1.99901E+11,0,0,0.2008,0.1447,0,0,22.5743,0,0,25.6855,0.0578,0,27.1324,32.6314,0.434,0,0,1.3621,0,0,4.4136,10.9254,1999,163,68,0.3,57.99014,-167.8015,J-01
1.99901E+11,0,0,0.3333,0.4706,0,0,22.6064,0,0,32.6057,0.049,0,3.2155,4.3723,0,0,0,9.2347,0,0,1.4313,9.0582,1999,163,61,-0.8,58.33143,-167.834,K-01
1.99901E+11,0,0,0.3499,0,0,0,36.9962,0,0,15.2036,0.4265,0,2.5801,5.8639,0,0,0,0.3838,0.3625,0,2.111,37.508,1999,164,50,0.6,58.65305,-167.86659,L-01
1.99901E+11,0,0,1.4726,0.0417,0,0,28.8102,0,0,14.6135,0.2293,0,1.6052,4.1693,0,0,0,0.0625,0,0,2.7935,38.212,1999,164,45,0.6,58.98946,-167.8835,M-01
1.99901E+11,0,0,2.4595,0,0,0,34.8917,0,0,20.6649,0.0965,0.0723,0.9645,9.5488,0,0,0,0,0.6511,0,1.7361,15.4565,1999,164,43,0,59.31909,-167.9194,N-01
1.99901E+11,0,0,0.0363,0,0,0,27.3961,0,0.1586,15.2502,0.0227,0,1.5635,9.6985,0,0,0,0,0.2946,0,5.4158,6.0729,1999,164,38,-0.1,59.65268,-167.94949,O-01
1.99901E+11,0,0,0,0,0,0,17.2443,0.1256,0,11.6985,0.0314,0,0,3.7879,0,0,0,0,0,0,1.6951,6.9061,1999,164,29,0.1,59.98777,-167.9848,P-01
1.99901E+11,0,0,0,0,0,0,71.3031,0,0,75.2401,0.6447,0,6.93,15.817,0,0,0,7.4135,0.99,0,3.96,7.8049,1999,165,40,0.3,60.31086,-168.6819,Q-18
1.99901E+11,0,0,0,0,0,0,13.6119,0,0.0967,42.0733,0.029,0,0.0039,0.5607,0,0,0,7.5794,0,0.2127,0,0.29,1999,165,47,-1.1,60.33142,-169.3344,Q-19
1.99901E+11,0,0,0,0,0,0,13.2953,0,0,88.4207,0.0357,0,0,2.3589,0,0,0,7.4945,0,0,0,1.501,1999,165,49,-1.4,60.00848,-169.3159,P-19
1.99901E+11,0,0,0,0,0.3526,0,18.9145,0,0,49.7227,0.1603,0,0,2.5326,0,0,0,4.0739,0,0,0,2.6287,1999,165,50,-1.3,59.67529,-169.2663,O-19
1.99901E+11,0,0,0,0,0.2977,0,22.1327,0,0,23.6635,0.1063,0,0.7654,11.3747,0,0,0,0.7229,0,0,1.4883,3.9971,1999,165,53,-0.7,59.34565,-169.237,N-19
1.99901E+11,0,0,0,0,0.1531,0,13.0986,0,0,27.7935,0.0175,0,0.925,6.8555,0,0,0,3.0614,0,0,5.117,7.2163,1999,166,57,-0.3,59.00872,-169.1852,M-19
1.99901E+11,0,0,0.9594,0,0.08,0,6.5959,0,0,20.7471,0.016,0,0.9394,6.506,0,0,0,2.4785,0,0,1.9988,2.7183,1999,166,65,-1.1,58.67748,-169.1483,L-19
1.99901E+11,0,0,6.5948,0.3724,0,0,26.5324,0,0,30.1632,1.2103,0,69.7289,43.4759,0.931,0,0,2.2278,0,0,12.4748,144.2987,1999,166,69,-0.2,58.34215,-169.1123,K-19
1.99901E+11,0,0,2.1293,0.4931,0.3943,0,12.1277,0,0,15.7758,0.1972,0,33.1292,95.345,0.1972,0,0.0986,1.0055,0,2.287,1.8733,17.8463,1999,166,71,0.7,58.00969,-169.06689,J-19
1.99901E+11,0,0,3.7796,0,0.3226,0,13.8736,0,0,31.1348,0.1612,0,11.6957,232.9458,0,0,0.0141,1.592,0,1.0479,6.7755,48.9605,1999,166,67,0,57.8389,-169.3737,JI2019
1.99901E+11,0,0,1.5648,0.6127,0,0,17.5215,0,0,11.2727,0.4901,0,18.7468,668.8828,0,0,0,0.871,0,1.9332,3.7984,37.8614,1999,167,70,0.7,57.67461,-169.0377,I-19
1.99901E+11,1.4423,0,0.8538,1.5354,0,0,5.3507,0,0,10.0964,0.5583,0,6.349,41.2695,0,0,0,4.291,0,1.7514,8.2353,7.3979,1999,167,73,1.4,57.51029,-169.35159,IH2019
1.99901E+11,0.6505,0,0.509,0.8871,0,0,6.623,0,0,1.7149,1.0053,0,70.6065,45.1788,0,0,0.0998,2.0361,0,20.6202,4.5534,71.8483,1999,167,73,2.4,57.33957,-169.0002,H-19
1.99901E+11,0,0,0.2588,1.8056,0,0,8.3061,0,0,0,0.4514,0,13.362,51.1909,0,0,0.4926,8.7439,0,1.6215,0.9479,13.0911,1999,167,74,2.3,57.17643,-169.3149,HG2019
1.99901E+11,1.829,0,0,1.9864,0,0,2.6157,0,0,1.7897,0.002,0,8.1028,28.3599,0.059,0,0.59,11.5052,0,1.003,0.059,17.1104,1999,167,81,2.5,57.00563,-168.9711,G-19
1.99901E+11,0.3857,0,0.4821,3.8952,0,0,1.7741,0,0,0,0.0174,0,5.4957,32.0872,0.0964,0,0.5978,5.4957,0,0.9642,2.8153,16.2557,1999,167,81,2.3,56.84077,-169.2876,GF2019
1.99901E+11,2.1553,0,1.6955,0.5781,0,0.1051,5.5721,0,0,0.8411,0.0472,0,6.8338,14.1932,0,0,0.6657,1.4355,0,7.2189,11.9329,14.4559,1999,168,82,3.2,56.68382,-169.50951,F-20
1.99901E+11,5.2943,0,1.4166,3.6485,0,3.7675,0,0,0,0,0,0,7.7134,15.0501,0,0,1.4277,0.4957,0,0,4.7986,12.274,1999,168,107,2.7,56.42453,-169.44859,E-20
1.99901E+11,11.4281,0,2.0701,7.7812,0,1.1311,0,0,0,0,0,0,1.2481,22.3101,0,0.1365,2.6522,2.0087,0,0,2.6717,0,1999,168,110,2.7,56.3334,-170.0589,E-21
1.99901E+11,5.1991,0,12.1013,2.8977,0,1.108,0,0,0,0,0,0,8.9693,21.1795,0,0.0043,0.938,2.7162,0,0,2.5483,0,1999,168,120,2.9,56.33269,-170.64549,E-22
1.99901E+11,1.2273,0,0,2.8901,0,0.0594,0,0,0,0.1584,0,0,0,3.4048,0,0.2771,1.9399,1.2075,0,0,0.8413,0.198,1999,168,100,2.7,56.65273,-170.1637,F-21
1.99901E+11,3.0948,0,0.2397,3.5196,0,0.0142,0,0,0,0,0,0,0.1416,3.5803,0,0.3439,2.6296,2.0025,0,0,0.0607,0.2225,1999,170,102,2.7,56.83099,-170.491,GF2221
1.99901E+11,3.3215,0,12.0633,5.1485,0,0,41.6024,0,0,6.6432,2.4082,0,31.3886,21.7563,0,0,17.2028,1.444,92.7108,0,34.046,52.8127,1999,170,68,2,57.01119,-170.1787,G-21
1.99901E+11,2.2904,0,12.8313,1.8234,0,0,13.6756,0,0,0.8672,1.8012,0,16.722,26.8842,0,0,1.1341,0.2446,6.0484,0.0089,11.8522,82.5206,1999,170,58,2.6,57.11292,-170.451,HG2221
1.99901E+11,0.3215,0,38.6948,1.0718,0,0,36.3357,0,0,0,0.2144,0,226.589,69.3487,0,0,0,0,0.4587,0,0,125.0849,1999,170,61,2.7,57.34156,-170.226,H-21
1.99901E+11,1.635,0,1.2226,9.5434,0,0,4.2584,0,0,1.1027,0.076,0,31.9764,44.5235,0.1901,0,0.9972,3.211,1.7351,0,17.1097,7.2241,1999,170,76,2.1,57.50845,-170.5761,IH2221
1.99901E+11,0,0,0,4.6499,0,0,14.849,0,0,25.9782,0.0309,0,15.179,41.3853,0.31,0,0.4108,2.7326,0.7629,0.2347,16.7401,25.6371,1999,171,75,0.5,57.67282,-170.3147,I-21
1.99901E+11,0,0,0.532,6.2559,0,0,2.7845,0,0,2.8031,0.0371,0,16.9671,29.2934,1.2066,0,0.0037,4.9008,0,0,12.0292,17.9139,1999,171,76,0.6,57.84389,-170.6138,JI2221
1.99901E+11,0,0,0.34,1.5234,0,0,6.7491,0,0,8.3304,0.0193,0,4.3195,18.0684,1.292,0,0.1061,6.3828,0,0,7.3855,16.0437,1999,171,77,0.2,58.01031,-170.3423,J-21
1.99901E+11,0,0,3.9658,0,0.6192,0,19.3989,0,0,13.2903,0.0412,0,11.1853,10.7726,2.2288,0,0,19.6143,0,0,16.3859,25.3425,1999,171,76,-0.4,58.35278,-170.3781,K-21
1.99901E+11,0,0,3.4046,0,2.1408,0,3.0665,0,0,7.9269,0,0,143.7821,106.9831,0.0579,0,0,1.7399,0,0,6.4803,3.4715,1999,171,75,-1.1,58.67749,-170.42821,L-21
1.99901E+11,0,0,0,0,0.124,0,1.8601,0,0,3.4721,0,0,0.0413,1.3847,0.0207,0,0,3.5968,0,0,6.8823,0.1447,1999,172,73,-1.5,59.00287,-170.4651,M-21
1.99901E+11,0,0,0,0,0.0098,0,0.5667,0,0,11.0608,0,0,0.1954,0.0254,0,0,0,0.8012,0,0,2.56,0.1759,1999,172,69,-1.5,59.33218,-170.5376,N-21
1.99901E+11,0,0,0,0,0.1934,0,3.0356,0,0,60.8285,0.0058,0,0.0039,0.058,0.0387,0,0,3.8284,0,0,0.9088,0.4447,1999,172,69,-1.6,59.67819,-170.58859,O-21
1.99901E+11,0,0,0,0,0.1146,0,7.6373,0,0,30.7018,0.0076,0,0.0764,0.1241,0,0,0,6.8354,0,0,0.3819,0.2291,1999,172,67,-1.6,60.01079,-170.61749,P-21
1.99901E+11,0,0,0,0,0.0705,0,5.3073,0,0,21.7933,0.0088,0,0,0.0529,0,0,0,8.5163,0,0,2.5743,0,1999,172,64,-1.6,60.32912,-170.6604,Q-21
1.99901E+11,0,0,0,0,0,0,1.9871,0,0,4.6919,0.0037,0,0,0.0007,0,0,0,2.3643,0,0,0,0,1999,173,62,-9999,60.66245,-171.3978,R-22
1.99901E+11,0,0,0,0,0.2316,0,3.7059,0,0,2.4816,0.0033,0,0.0165,0.0248,0,0,0,1.5882,0,0,0.4467,0,1999,173,63,-1.7,60.66676,-172.1001,R-23
1.99901E+11,0,0,0,0,4.3554,0,38.1903,0,0,93.7214,0.0161,0.4436,1.1897,7.0372,0,0,0,1.1695,0,0.121,9.114,12.5822,1999,173,47,-0.1,60.66414,-172.76151,R-24
1.99901E+11,0,0,0.3852,0,0.2836,0,1.6901,0,0,1.3521,0,5.9906,2.5727,2.8732,0,0,0,1.7915,0,1.7089,0.5822,6.0657,1999,174,65,-1.3,60.31279,-173.3831,Q-25
1.99901E+11,0,0,2.999,0.7154,3.7559,0,1.9853,0,0,2.3609,0,0,36.4861,19.9958,0.0894,0,0,3.4608,0,0,8.7459,30.4945,1999,174,88,-0.1,60.12943,-173.7644,QP2625
1.99901E+11,0,0,1.4799,12.0265,5.104,0,5.2799,0,0,6.4533,0,0,14.7991,46.7766,0.6648,0,0,6.0582,0,1.2792,4.3022,69.7348,1999,174,96,0.2,59.83028,-173.57581,PO2625
1.99901E+11,0,0.1662,0.6467,28.3903,4.1724,0,6.954,0,0,4.8678,0,0,18.9346,33.4092,1.3907,0.1511,0.0018,9.7876,0,1.744,15.4801,42.0865,1999,175,97,0.1,59.66271,-173.24471,O-25
1.99901E+11,0,0,2.6919,12.7731,0.8498,0,2.6025,0,0,3.9037,0,0,20.8711,47.773,0.5045,0.3718,0.0017,5.8524,0,0.5793,12.2685,25.8117,1999,175,103,0.4,59.49889,-173.47701,ON2625
1.99901E+11,0,0,0.5209,16.313,1.9912,0,2.6897,0,0,2.5501,0,0,31.6427,38.9835,0.0628,0.0593,0.084,11.9479,0,0.2017,7.3356,33.8137,1999,175,95,0.1,59.48234,-172.91901,ON2524
1.99901E+11,0,0,0.844,61.9941,0.3414,0,1.4633,0,0,5.3654,0,0,66.7742,65.1645,0.2438,0.078,0,4.0973,0,0.5215,13.5109,45.898,1999,175,100,0.4,59.34012,-173.1548,N-25
1.99901E+11,0,0,1.0411,3.9543,1.2778,0,3.7471,0,0,7.7359,0,0,29.2859,16.5942,0.0518,0,0,7.8222,0,0.3454,0.1209,27.3864,1999,175,89,-0.5,59.31472,-172.48261,N-24
1.99901E+11,0.0087,0,0,5.5104,0.1749,0,2.2741,0,0,3.8048,0,0,56.8972,78.9828,0.6122,1.5743,0.0387,1.7624,0,0,17.4935,25.1467,1999,176,98,-9999,58.99519,-172.5466,M-24
1.99901E+11,0.0651,1.4367,7.9561,7.4187,0,0,1.5184,0,0,29.2412,0,0,17.8311,59.3065,0.3905,1.3883,0.2077,15.0076,0,0,13.3191,33.1023,1999,176,105,-9999,58.98352,-173.0609,M-25
1.99901E+11,3.8546,1.8109,0,10.4304,0,0,0,0,0,3.1745,0,0,28.5424,1258.8965,0,0.2041,0.0541,8.3249,0,0,0,25.6224,1999,176,112,1.4,58.67739,-172.9781,L-25
1.99901E+11,0,5.3695,1.4668,14.5744,0.1533,0,4.9859,0,0,24.8534,0,0,84.6862,204.6584,0.5368,0.4602,0.0463,4.098,0,0,28.3822,11.5063,1999,176,100,-9999,58.64703,-172.3969,L-24
1.99901E+11,0,1.9735,0.6809,15.9685,0,0,0.0808,0,0,47.2224,0,0,30.0864,41.0242,0.7879,1.3658,0.0559,25.4878,0,0,4.5699,24.1103,1999,176,102,1.1,58.33891,-172.3419,K-24
1.99901E+11,5.0746,0,4.0759,3.1897,0,0,0,0,0,0,0,0,39.6487,1102.9195,0,0,0.0432,7.0357,0,0,11.3089,2.1747,1999,177,108,1.6,58.32463,-172.9258,K-25
1.99901E+11,3.1169,0,10.1701,6.9633,0,0.0664,0,0,0,0,0,0,20.5019,216.5243,0.1326,0.199,0,36.519,0,0,55.5072,11.6054,1999,177,108,1.9,58.00697,-172.9117,J-25
1.99901E+11,9.8936,0,9.1343,13.2279,0,0.3329,0,0,0,0,0,0,14.5944,130.0917,0,0.0951,0.0018,2.5703,0,0,21.7374,4.2333,1999,177,116,2.2,57.99739,-173.45509,J-26
1.99901E+11,31.1538,0,5.3421,13.6557,0,0.017,0,0,0,0,0,0,2.3921,7.4777,0,0,0.275,1.0887,0,0,15.2379,6.1215,1999,177,143,2.7,57.68734,-173.3933,I-26
1.99901E+11,10.5201,0,11.0653,31.8663,0,0,0,0,0,0,0,0,13.5204,91.7352,0.1913,2.739,0.2524,3.1854,0,0,10.7114,1.6068,1999,177,118,2.2,57.68086,-172.8186,I-25
1.99901E+11,6.2484,1.1499,1.4542,18.2392,0,0,0.4695,0,0,19.3228,0,0,17.0929,104.4153,0.0723,1.8781,0.2534,4.5802,0,0,25.1015,25.8238,1999,178,105,1.7,57.96523,-172.2739,J-24
1.99901E+11,3.9904,0,6.4991,27.7336,0,0,0,0,0,2.6935,0,0,17.6608,286.3141,0.0798,2.2645,0.0907,1.5521,0,0,17.3584,13.2683,1999,178,107,1.5,57.67491,-172.1996,I-24
1.99901E+11,6.847,0,9.572,20.7199,0,0,0,0,0,0,0,0,4.525,187.3723,0.2976,1.0718,0.1511,1.5146,0,0,4.2274,6.2517,1999,178,107,1.9,57.34168,-172.13741,H-24
1.99901E+11,7.8437,0,12.4406,25.643,0,0,0,0,0,0,0,0,23.1088,303.6128,0.181,0.6637,0.3377,0.1857,0,0,20.5144,1.5687,1999,178,116,2.3,57.33468,-172.7233,H-25
1.99901E+11,10.6422,0,5.37,7.0347,0,0.1623,0,0,0,0,0,0,5.5195,14.6826,0,0.2525,0.2525,0.7756,0,0,3.373,1.3167,1999,178,120,2.5,57.33274,-173.30029,H-26
1.99901E+11,29.683,0,29.6185,10.6101,0,3.5366,0,0,0,0,0,0,8.3366,423.3939,0,0,0.1407,2.1889,0,0,38.2722,0.5052,1999,178,137,2.8,57.01801,-173.2271,G-26
1.99901E+11,2.5154,0,5.5954,2.262,0,0.3257,0,0,0,0,0,0,4.4336,82.2299,0,0.029,1.4296,3.2754,0,0,3.8726,0.0362,1999,179,125,2.6,56.96124,-172.72321,G-25
1.99901E+11,14.8222,0,18.108,3.5612,0,2.156,0,0,0,0,0,0,0.616,69.703,0,0,0.1925,0.2502,0,0,8.4699,0.462,1999,179,136,2.8,56.67148,-172.5666,F-25
1.99901E+11,3.9452,0,0,6.0968,0,0.8965,0,0,0,0,0,0,6.909,1801.1015,0,0,0.4718,1.2133,0,0,2.5614,0,1999,179,126,2.7,56.65625,-171.9781,F-24
1.99901E+11,16.4313,0,0.8079,13.1738,0,0.072,0,0,0,0,0,0,0.6839,0,0,0,0.6299,0.2898,0,0,9.6104,0.5039,1999,185,190,-9999,58.35159,-174.3108,K-27
1.99901E+11,30.2112,0,0,122.3656,0,0.1469,0,0,0,0,0,0,14.7081,0.0035,0,0,0.3629,0.2299,0,0,6.3603,11.8909,1999,185,150,2.4,58.67348,-174.25,L-27
1.99901E+11,9.1043,0,9.8478,16.808,0,0,0,0,0,0,0,0,15.3097,382.7307,0,0.1517,0.1654,0.2363,0,0,10.8552,11.9056,1999,185,126,1.6,59.0021,-174.3694,M-27
1.99901E+11,0,6.0902,0,2.9726,0,0,0,0,0,1.885,0,0,23.1279,378.8186,0,0.1812,0.0036,4.2159,0,0,11.8902,17.0378,1999,185,119,1.1,59.3366,-174.4249,N-27
1.99901E+11,0,0,3.7697,1.4616,0,0,0,0,0,5.0181,0,0,11.3028,107.8142,0,0.2095,0.0344,25.2117,0,0,5.4565,13.5438,1999,186,114,0.7,59.69119,-174.4572,O-27
1.99901E+11,0,0,2.3054,2.3909,0.3232,0,0.4524,0,0,2.2617,0,0,95.7044,212.54,0,0.1292,0,4.759,0,0.4991,32.1814,7.8838,1999,186,106,0.5,59.82861,-174.2578,PO2726
1.99901E+11,0.005,0.0983,5.701,2.8969,0.3437,0,0.54,0,0,0.7856,0,0,6.3339,113.1262,0.0983,0.2456,0,11.7047,0,0,31.2276,22.1931,1999,186,107,0.5,59.9923,-174.5579,P-27
1.99901E+11,0,0.3156,3.905,5.3017,4.7337,0,0.1893,0,0,0.3156,0,0,17.6091,115.9417,0.3156,0,0,12.5944,0,0,0,12.8122,1999,186,100,0.3,60.1746,-174.3885,QP2726
1.99901E+11,0,0,0,3.9169,0.5446,0,0.1147,0,0,0,0,0,33.7248,406.703,0,0,0,2.6316,0,0.6757,0,22.1647,1999,186,101,0.5,60.33519,-174.6958,Q-27
1.99901E+11,0,1.6156,0.5156,3.736,2.4907,0,1.178,0,0,0.3702,0,0,19.6225,166.8753,0.2019,0,0,2.1282,0,0,7.8759,11.0398,1999,187,96,0.1,60.66146,-174.7717,R-27
1.99901E+11,0,0,18.5167,0.241,4.8683,0,1.1087,0,0,0.6748,0,0,104.6948,154.2465,0,0,0,4.7378,0,0,2.4101,35.0429,1999,187,87,-0.1,60.66747,-174.1934,R-26
1.99901E+11,0,0,2.7733,1.1951,34.5176,0,1.1951,0,0,0,0.0351,0,180.9535,131.7431,0.3515,0,0,6.4871,0,0,0,69.738,1999,187,92,-0.5,60.99375,-174.8695,S-27
1.99901E+11,0,0,0,0,7.0139,0,0.4394,0,0,1.0817,0,0.3211,1.4197,1.7746,0.0676,0,0,2.4506,0,0.2366,3.9717,0.845,1999,187,87,-1.5,61.31178,-174.9765,T-27
1.99901E+11,0,0,0,0,0.645,0,0.2092,0,0,0.5753,0,1.1157,0.0523,0.0174,0,0,0,7.7225,0,0,0.9588,0,1999,188,79,-1.8,61.35335,-174.2825,T-26
1.99901E+11,0,0,0,0,1.1286,0,0.9674,0,0,0.6449,0,0.627,0.0537,0.0537,0.0179,0,0,5.1593,0,0,0.2866,0.0358,1999,188,78,-1.7,61.64738,-174.4398,U-26
